file_name,page_num,text,clean_text,tokens,subjectivity_score,date,bank,title,topic
01 11 2022_bnp_parisbas global view 2023,1,"I N V E S T M E N T  O U T L O O K  F O R  2 0 2 3  
-  1  - 
The sustainable 
investor for a 
changing world
THE INVESTMENT OUTLOOK FOR 2023
INVESTING  
IN AN AGE OF 
TRANSFORMATION
Please note that this document may contain technical language. 
For this reason, it is not recommended to readers  
without professional investment experience.
",sustain investor chang invest invest age transform note document technic languag reason recommend reader profession invest experi,"['sustainable', 'investor', 'changing', 'investment', 'investing', 'age', 'transformation', 'note', 'document', 'technical', 'language', 'reason', 'recommended', 'readers', 'professional', 'investment', 'experience']",0.1,01 11 2022,bnp,parisbas global view 2023,1
01 11 2022_bnp_parisbas global view 2023,2,"TABLE OF CONTENTS
Letter to investors
4
Executive summary
5
MACROECONOMICS & MARKETS
6
10
15
The recession march 
Markets - Taking stock  
A new bond world
SUSTAINABILITY
ESG was always a means to an end
16
INVESTMENT THEMES
19
22
25
28
Thematic investing - History can help assess the future 
Technology sector outlook - Secular growth drivers dominate 
Deglobalisation in the context of 'China decoupling'           
Resilience in private markets - Infrastructure debt
ASSET CLASS OVERVIEW
31
I N V E S T M E N T  O U T L O O K  F O R  2 0 2 3  
- 2  -
",tabl content letter investor execut summari macroeconom market recess march market stock bond sustain esg invest theme themat invest histori ass futur technolog sector secular growth driver domin context china decoupl resili market infrastructur debt asset class overview,"['table', 'contents', 'letter', 'investors', 'executive', 'summary', 'macroeconomics', 'markets', 'recession', 'march', 'markets', 'stock', 'bond', 'sustainability', 'esg', 'investment', 'themes', 'thematic', 'investing', 'history', 'assess', 'future', 'technology', 'sector', 'secular', 'growth', 'drivers', 'dominate', 'context', 'china', 'decoupling', 'resilience', 'markets', 'infrastructure', 'debt', 'asset', 'class', 'overview']",0.23863636363636365,01 11 2022,bnp,parisbas global view 2023,1
01 11 2022_bnp_parisbas global view 2023,3,"I N V E S T M E N T  O U T L O O K  F O R  2 0 2 3  
-  3  - 
MAYA BHANDARI
Global head of multi-asset
DANIEL MORRIS
Chief market strategist
JANE AMBACHTSHEER
 
Global head of sustainability
ALEXANDER BERNHARDT
Global head of sustainability research
ULRIK FUGMANN
Co-head environmental  
strategies group
EDWARD LEES
Co-head environmental  
strategies group
PAM HEGARTY
Portfolio manager
VINCENT NICHOLS
Investment specialist
CHI LO
Senior market strategist APAC
KAREN AZOULAY
Head of infrastructure debt
THE AUTHORS
",maya bhandari global head multi asset daniel morri chief market strategist jane ambachtsh global head sustain alexand bernhardt global head sustain ulrik fugmann head environment strategi edward lee head environment strategi pam hegarti portfolio manag vincent nichol invest specialist chi lo senior market strategist apac karen azoulay head infrastructur debt author,"['maya', 'bhandari', 'global', 'head', 'multi', 'asset', 'daniel', 'morris', 'chief', 'market', 'strategist', 'jane', 'ambachtsheer', 'global', 'head', 'sustainability', 'alexander', 'bernhardt', 'global', 'head', 'sustainability', 'ulrik', 'fugmann', 'head', 'environmental', 'strategies', 'edward', 'lees', 'head', 'environmental', 'strategies', 'pam', 'hegarty', 'portfolio', 'manager', 'vincent', 'nichols', 'investment', 'specialist', 'chi', 'lo', 'senior', 'market', 'strategist', 'apac', 'karen', 'azoulay', 'head', 'infrastructure', 'debt', 'authors']",0.0,01 11 2022,bnp,parisbas global view 2023,0
01 11 2022_bnp_parisbas global view 2023,4,"I N V E S T M E N T  O U T L O O K  F O R  2 0 2 3  
-  4  - 
We have become accustomed to uncertain times. Nonetheless, 2022 was an extremely 
challenging year in financial markets. The investment rationale for the classic 60% 
stocks / 40% bonds portfolio is that it will deliver solid if not spectacular returns. As 
of October, the 60/40 portfolio was on track to match its worst year for performance 
since the Second World War. 
Sharply rising bond yields were a key reason. They weighed on ultra-long duration 
assets like equities, with the Nasdaq down almost 30% year-to-date. Beyond 60/40, 
we saw major rotations in style with value stocks bucking the trend of recent years 
and outperforming growth. In currency markets, the US dollar surged and the 
Japanese yen had a year to forget.
Navigating geopolitical tensions has increasingly become an occupational hazard for 
investors. The conflict in Ukraine has had a profound impact on global commodity 
prices, amplifying inflation, and forcing Europe to re-think its energy policies. This 
will have major implications for industry structure and living standards for years 
to come. Meanwhile, markets are watching Sino-US relations closely, fearful that 
tensions over Taiwan could escalate. 
No doubt 2023 will bring fresh sources of volatility. But that volatility should be seen 
as an opportunity for an active manager. It is our job to make sense of the evolving 
macroeconomic landscape, position accordingly, and translate the market moves 
into strong performance for our clients. We remain convinced that a relentless 
focus on sustainability is an essential ingredient within that investment process and 
we do not accept that there is a conflict between delivering strong performance 
for clients and embedding sustainability in everything we do. On the contrary, we 
view sustainable investing as an opportunity, rather than a constraint. We have just 
published 
Committed to climate: Our net zero roadmap
 which spells out how we will 
align our portfolios with the goal of reaching net zero emissions. I hope that you will 
remain partners with us on the journey to net zero investing.
ROBERT GAMBI
Global head of investments
Letter to investors
",accustom uncertain time extrem challeng financi market invest rational classic stock bond portfolio deliv solid spectacular return octob portfolio track match worst perform war sharpli rise bond yield key reason weigh ultra durat asset equiti nasdaq major rotat style stock buck trend outperform growth currenc market dollar surg japanes yen forget navig geopolit tension increas occup hazard investor conflict ukrain profound impact global commod price amplifi inflat forc europ energi polici major implic industri structur live standard market watch sino relat close fear tension taiwan escal doubt bring fresh sourc volatil volatil opportun activ manag job sens evolv macroeconom landscap posit translat market move strong perform client remain convinc relentless focus sustain essenti ingredi invest process accept conflict deliv strong perform client embed sustain contrari view sustain invest opportun constraint publish commit climat roadmap spell align portfolio goal reach emiss hope remain partner journey invest robert gambi global head invest letter investor,"['accustomed', 'uncertain', 'times', 'extremely', 'challenging', 'financial', 'markets', 'investment', 'rationale', 'classic', 'stocks', 'bonds', 'portfolio', 'deliver', 'solid', 'spectacular', 'returns', 'october', 'portfolio', 'track', 'match', 'worst', 'performance', 'war', 'sharply', 'rising', 'bond', 'yields', 'key', 'reason', 'weighed', 'ultra', 'duration', 'assets', 'equities', 'nasdaq', 'major', 'rotations', 'style', 'stocks', 'bucking', 'trend', 'outperforming', 'growth', 'currency', 'markets', 'dollar', 'surged', 'japanese', 'yen', 'forget', 'navigating', 'geopolitical', 'tensions', 'increasingly', 'occupational', 'hazard', 'investors', 'conflict', 'ukraine', 'profound', 'impact', 'global', 'commodity', 'prices', 'amplifying', 'inflation', 'forcing', 'europe', 'energy', 'policies', 'major', 'implications', 'industry', 'structure', 'living', 'standards', 'markets', 'watching', 'sino', 'relations', 'closely', 'fearful', 'tensions', 'taiwan', 'escalate', 'doubt', 'bring', 'fresh', 'sources', 'volatility', 'volatility', 'opportunity', 'active', 'manager', 'job', 'sense', 'evolving', 'macroeconomic', 'landscape', 'position', 'translate', 'market', 'moves', 'strong', 'performance', 'clients', 'remain', 'convinced', 'relentless', 'focus', 'sustainability', 'essential', 'ingredient', 'investment', 'process', 'accept', 'conflict', 'delivering', 'strong', 'performance', 'clients', 'embedding', 'sustainability', 'contrary', 'view', 'sustainable', 'investing', 'opportunity', 'constraint', 'published', 'committed', 'climate', 'roadmap', 'spells', 'align', 'portfolios', 'goal', 'reaching', 'emissions', 'hope', 'remain', 'partners', 'journey', 'investing', 'robert', 'gambi', 'global', 'head', 'investments', 'letter', 'investors']",0.4354700854700854,01 11 2022,bnp,parisbas global view 2023,0
01 11 2022_bnp_parisbas global view 2023,5,"I N V E S T M E N T  O U T L O O K  F O R  2 0 2 3  
-  5  - 
Executive summary
In our 2023 Investment Outlook, we seek to guide investors at a pivotal moment for 
the global economy. We live in an age of transformation, with surging inflation and 
fundamental geopolitical shifts leading to rising demands on governments. 
A sustainable recovery
In the terms of the progressing green transformation, we believe that, as investors, 
we must continue to focus our resources on sustainable long-term growth. We see 
opportunities in the shift leading to, for example, green hydrogen, restoring natural 
capital or building green infrastructure. 
Investment themes for the long run
Our themes have both a sustainable angle - energy transition and environmental 
sustainability - and a focus on enduring trends. These trends include innovation and 
disruption via new technology, the appeal of private markets and the emergence 
of China. While any significant re-rating of China A-shares may be unlikely now, 
valuations appear attractive and argue for strategic positioning. Opportunities 
include consumption upgrading and hard-tech development. 
Macroeconomics and markets
These sections highlight that: 
* The global economy is on the brink of recession as policy rates shoot higher, 
Europe faces an energy shock, and China struggles with zero-Covid policies and 
fragile property markets. 
* The Chinese government has scope to stimulate growth, but in the West, 
government measures to aid households and companies may undermine central 
bank inflation-busting. 
* Equities face a struggle to generate above-average returns, even as the disconnect 
between still relatively optimistic corporate earnings expectations and economic 
reality narrows. We are neutral, with deep caution in Europe offset by optimism 
for US growth stocks. 
* Within fixed income, eurozone investment-grade credit offers the most attractive 
opportunity with wide spreads, but generally good corporate fundamentals. 
",execut summari invest seek guid investor pivot moment global economi live age transform surg inflat fundament geopolit shift lead rise demand govern sustain recoveri term progress green transform investor continu focus resourc sustain term growth opportun shift lead green hydrogen restor natur capit build green infrastructur invest theme theme sustain angl energi transit environment sustain focus endur trend trend includ innov disrupt technolog appeal market emerg china rate china share valuat attract argu strateg posit opportun includ consumpt upgrad hard tech develop macroeconom market section highlight global economi brink recess polici rate shoot europ energi shock china struggl covid polici fragil properti market chines govern scope stimul growth west govern measur aid household compani undermin central inflat bust equiti struggl generat averag return disconnect optimist corpor earn expect econom realiti narrow neutral deep caution europ offset optim growth stock fix incom eurozon invest grade credit offer attract opportun wide spread corpor fundament,"['executive', 'summary', 'investment', 'seek', 'guide', 'investors', 'pivotal', 'moment', 'global', 'economy', 'live', 'age', 'transformation', 'surging', 'inflation', 'fundamental', 'geopolitical', 'shifts', 'leading', 'rising', 'demands', 'governments', 'sustainable', 'recovery', 'terms', 'progressing', 'green', 'transformation', 'investors', 'continue', 'focus', 'resources', 'sustainable', 'term', 'growth', 'opportunities', 'shift', 'leading', 'green', 'hydrogen', 'restoring', 'natural', 'capital', 'building', 'green', 'infrastructure', 'investment', 'themes', 'themes', 'sustainable', 'angle', 'energy', 'transition', 'environmental', 'sustainability', 'focus', 'enduring', 'trends', 'trends', 'include', 'innovation', 'disruption', 'technology', 'appeal', 'markets', 'emergence', 'china', 'rating', 'china', 'shares', 'valuations', 'attractive', 'argue', 'strategic', 'positioning', 'opportunities', 'include', 'consumption', 'upgrading', 'hard', 'tech', 'development', 'macroeconomics', 'markets', 'sections', 'highlight', 'global', 'economy', 'brink', 'recession', 'policy', 'rates', 'shoot', 'europe', 'energy', 'shock', 'china', 'struggles', 'covid', 'policies', 'fragile', 'property', 'markets', 'chinese', 'government', 'scope', 'stimulate', 'growth', 'west', 'government', 'measures', 'aid', 'households', 'companies', 'undermine', 'central', 'inflation', 'busting', 'equities', 'struggle', 'generate', 'average', 'returns', 'disconnect', 'optimistic', 'corporate', 'earnings', 'expectations', 'economic', 'reality', 'narrows', 'neutral', 'deep', 'caution', 'europe', 'offset', 'optimism', 'growth', 'stocks', 'fixed', 'income', 'eurozone', 'investment', 'grade', 'credit', 'offers', 'attractive', 'opportunity', 'wide', 'spreads', 'corporate', 'fundamentals']",0.370846394984326,01 11 2022,bnp,parisbas global view 2023,0
01 11 2022_bnp_parisbas global view 2023,6,"I N V E S T M E N T  O U T L O O K  F O R  2 0 2 3  
-  6  - 
The global economy seems on an inevitable march towards recession. The causes 
are well-known: central banks aggressively raising policy rates to reduce inflation, 
an energy shock in Europe, and zero-Covid policies (ZCP) and a shaky property 
market in China. 
Much of Europe is already in recession. We expect one to begin in the US in the third 
quarter of 2023, and while China's growth will likely not turn negative, it will be 
below historic levels. 
One can easily think of ways in which the situation could yet worsen: a breakdown 
in a key financial market due to the rapid rise in interest rates, a cold winter and 
blackouts in Europe, or a flare-up in geopolitical tensions between the US and China. 
US
Given the strength of the US labour market, reflected not only in a low unemployment 
rate, but also in high (nominal) wage gains, declines in non-farm payrolls in 2023 
will likely be necessary. Consumer demand will weaken, even though households 
still have a large amount of 'excess' savings. These savings are falling and, we should 
note, are concentrated among high-income/low-consumption households. 
A deterioration of the labour market will be key to bringing services inflation under 
control. Goods inflation should drop thanks to base effects and lower demand, while 
MACRO OUTLOOK
DANIEL MORRIS
Chief market strategist
 
The recession march
",global economi inevit march recess central bank aggress rais polici rate reduc inflat energi shock europ covid polici zcp shaki properti market china europ recess expect quarter china growth negat histor level easili situat worsen breakdown key financi market rapid rise rate cold winter blackout europ flare geopolit tension china strength labour market reflect unemploy rate nomin wage gain declin farm payrol consum demand weaken household excess save save fall note concentr incom consumpt household deterior labour market key bring servic inflat control inflat drop base effect demand macro daniel morri chief market strategist recess march,"['global', 'economy', 'inevitable', 'march', 'recession', 'central', 'banks', 'aggressively', 'raising', 'policy', 'rates', 'reduce', 'inflation', 'energy', 'shock', 'europe', 'covid', 'policies', 'zcp', 'shaky', 'property', 'market', 'china', 'europe', 'recession', 'expect', 'quarter', 'china', 'growth', 'negative', 'historic', 'levels', 'easily', 'situation', 'worsen', 'breakdown', 'key', 'financial', 'market', 'rapid', 'rise', 'rates', 'cold', 'winter', 'blackouts', 'europe', 'flare', 'geopolitical', 'tensions', 'china', 'strength', 'labour', 'market', 'reflected', 'unemployment', 'rate', 'nominal', 'wage', 'gains', 'declines', 'farm', 'payrolls', 'consumer', 'demand', 'weaken', 'households', 'excess', 'savings', 'savings', 'falling', 'note', 'concentrated', 'income', 'consumption', 'households', 'deterioration', 'labour', 'market', 'key', 'bringing', 'services', 'inflation', 'control', 'inflation', 'drop', 'base', 'effects', 'demand', 'macro', 'daniel', 'morris', 'chief', 'market', 'strategist', 'recession', 'march']",0.5663871635610765,01 11 2022,bnp,parisbas global view 2023,0
01 11 2022_bnp_parisbas global view 2023,7,"I N V E S T M E N T  O U T L O O K  F O R  2 0 2 3  
-  7  - 
shelter costs will eventually reflect the ongoing slowdown in the housing market. We 
anticipate core personal consumption expenditures (PCE) inflation will fall below 3% 
by the end of 2023. 
One open question is whether wage inflation can be reduced without a large increase 
in unemployment. The number of job vacancies relative to the size of the labour 
force is still about twice the long-run average
1
, meaning companies are forced to 
raise wages to attract workers (see Exhibit 1). Historically, vacancies only decline 
significantly when the unemployment rate rises. The US Federal Reserve believes 
that the currently high number of vacancies reflects the reorganisation of the labour 
market and the economy following the pandemic. As that process ends, vacancies 
could fall without the unemployment rate necessarily rising. 
There is another reason to believe the unemployment rate may not rise very much. 
US companies have learned from the lockdown recession that firing employees may 
reduce costs in the short term, but it creates problems later on. They may move 
towards a more European model, where employees are kept on the payroll through 
a recession, allowing for a swifter and smoother recovery later.
Offsetting the drag from higher policy rates will be the ongoing investments triggered 
by the Infrastructure Investment and Jobs Act, and the Inflation Reduction Act, which 
will direct nearly USD 400 billion in tax credits and subsidies for numerous clean 
energy programmes.
Exhibit 1:
 Wage gains will only slow once job openings fall
Openings as % of civilian labour force (CLF) and employment cost index
1
2
3
4
5
6
7
1
2
3
4
5
6
7
2000
2005
2010
2015
2020
Job openings (% of CLF)
Compensation (YoY %)
Data as at August 2022. Sources: FactSet, BNP Paribas Asset Management.
1. As of November 2022
",shelter cost eventu reflect ongo slowdown hous market anticip core person consumpt expenditur pce inflat fall question wage inflat reduc increas unemploy job vacanc relat size labour forc averag mean compani forc rais wage attract worker exhibit histor vacanc declin unemploy rate rise feder reserv belief vacanc reflect reorganis labour market economi pandem process vacanc fall unemploy rate rise reason unemploy rate rise compani learn lockdown recess fire employe reduc cost short term creat european model employe payrol recess allow swifter smoother recoveri offset drag polici rate ongo invest trigger infrastructur invest job inflat reduct direct usd tax credit subsidi numer clean energi programm exhibit wage gain slow job open fall open civilian labour forc clf employ cost job open clf compens yoy august sourc factset bnp pariba asset manag novemb,"['shelter', 'costs', 'eventually', 'reflect', 'ongoing', 'slowdown', 'housing', 'market', 'anticipate', 'core', 'personal', 'consumption', 'expenditures', 'pce', 'inflation', 'fall', 'question', 'wage', 'inflation', 'reduced', 'increase', 'unemployment', 'job', 'vacancies', 'relative', 'size', 'labour', 'force', 'average', 'meaning', 'companies', 'forced', 'raise', 'wages', 'attract', 'workers', 'exhibit', 'historically', 'vacancies', 'decline', 'unemployment', 'rate', 'rises', 'federal', 'reserve', 'believes', 'vacancies', 'reflects', 'reorganisation', 'labour', 'market', 'economy', 'pandemic', 'process', 'vacancies', 'fall', 'unemployment', 'rate', 'rising', 'reason', 'unemployment', 'rate', 'rise', 'companies', 'learned', 'lockdown', 'recession', 'firing', 'employees', 'reduce', 'costs', 'short', 'term', 'creates', 'european', 'model', 'employees', 'payroll', 'recession', 'allowing', 'swifter', 'smoother', 'recovery', 'offsetting', 'drag', 'policy', 'rates', 'ongoing', 'investments', 'triggered', 'infrastructure', 'investment', 'jobs', 'inflation', 'reduction', 'direct', 'usd', 'tax', 'credits', 'subsidies', 'numerous', 'clean', 'energy', 'programmes', 'exhibit', 'wage', 'gains', 'slow', 'job', 'openings', 'fall', 'openings', 'civilian', 'labour', 'force', 'clf', 'employment', 'cost', 'job', 'openings', 'clf', 'compensation', 'yoy', 'august', 'sources', 'factset', 'bnp', 'paribas', 'asset', 'management', 'november']",0.39901556776556774,01 11 2022,bnp,parisbas global view 2023,0
01 11 2022_bnp_parisbas global view 2023,8,"I N V E S T M E N T  O U T L O O K  F O R  2 0 2 3  
-  8  - 
Eurozone
Europe is facing an energy shock unlike anything the region has seen since the OPEC 
price increases in the 1970s (see Exhibit 2). Even though gas prices have moderated 
of late, they are still 10 times higher than the average in 2019. 
 
Inflation is in double digits in some countries, consumer sentiment has collapsed, 
and demand is weakening along with disposable income. Nonetheless, we believe 
headline inflation has peaked and will return to the ECB's 2% target in 2024. 
The response of governments to economic shocks has changed since the pandemic. 
Instead of counting on automatic stabilisers such as unemployment insurance to 
tide households through the downturn, governments have resorted to more direct 
support to mitigate any decline in income (or corporate profits). 
This strategy was comparatively easy during the pandemic as policy rates and 
inflation were low and central banks were purchasing government debt. The recent 
experience of the UK, however, shows the limits of these policies now that inflation 
is well above target and central banks are looking to reduce the size of their balance 
sheets. While Germany can afford a EUR 200 billion support package, other countries 
may not. When Italian government bond yields were above 4% prior to the global 
financial crisis, the country's debt was a few percentage points less than its GDP. It is 
now 40% greater. In 2022, debt-GDP ratios nonetheless improved, but in 2023, they 
will likely see a deterioration. Governments will need to ensure further expenditure 
is targeted to avoid a countervailing response to any stimulus from the ECB. 
The EUR 2 trillion NextGenerationEU recovery plan (the largest EU stimulus package 
ever) will be key to creating a ""greener, more digital and more resilient Europe"".
Exhibit 2:
 Energy shock is on par with OPEC crisis in the 1970s
Indexed energy prices relative to month of lowest price, log scale
12.5
25
50
100
200
400
800
1600
12.5
25
50
100
200
400
800
1600
-30
-20
-10
0
10
20
30
40
50
60
70
Natural gas (100=2019 avg)
Brent oil (100=1973 avg)
Brent oil (100=2019 avg)
Months from price low
Data as at 21 Oct. 2022. Sources: Bloomberg, BNP Paribas Asset Management
",eurozon europ face energi shock region opec price increas exhibit gas price moder late time averag inflat doubl digit countri consum sentiment collaps demand weaken dispos incom headlin inflat peak return ecb target respons govern econom shock chang pandem count automat stabilis unemploy insur tide household downturn govern resort direct support mitig declin incom corpor profit strategi compar easi pandem polici rate inflat central bank purchas govern debt experi limit polici inflat target central bank reduc size balanc sheet germani afford eur support packag countri italian govern bond yield prior global financi crisi countri debt percentag gdp debt gdp ratio improv deterior govern ensur expenditur target avoid countervail respons stimulus ecb eur recoveri plan largest eu stimulus packag key creat greener digit resili europ exhibit energi shock par opec crisi index energi price relat month lowest price log scale natur gas avg brent oil avg brent oil avg month price oct sourc bloomberg bnp pariba asset manag,"['eurozone', 'europe', 'facing', 'energy', 'shock', 'region', 'opec', 'price', 'increases', 'exhibit', 'gas', 'prices', 'moderated', 'late', 'times', 'average', 'inflation', 'double', 'digits', 'countries', 'consumer', 'sentiment', 'collapsed', 'demand', 'weakening', 'disposable', 'income', 'headline', 'inflation', 'peaked', 'return', 'ecb', 'target', 'response', 'governments', 'economic', 'shocks', 'changed', 'pandemic', 'counting', 'automatic', 'stabilisers', 'unemployment', 'insurance', 'tide', 'households', 'downturn', 'governments', 'resorted', 'direct', 'support', 'mitigate', 'decline', 'income', 'corporate', 'profits', 'strategy', 'comparatively', 'easy', 'pandemic', 'policy', 'rates', 'inflation', 'central', 'banks', 'purchasing', 'government', 'debt', 'experience', 'limits', 'policies', 'inflation', 'target', 'central', 'banks', 'reduce', 'size', 'balance', 'sheets', 'germany', 'afford', 'eur', 'support', 'package', 'countries', 'italian', 'government', 'bond', 'yields', 'prior', 'global', 'financial', 'crisis', 'country', 'debt', 'percentage', 'gdp', 'debt', 'gdp', 'ratios', 'improved', 'deterioration', 'governments', 'ensure', 'expenditure', 'targeted', 'avoid', 'countervailing', 'response', 'stimulus', 'ecb', 'eur', 'recovery', 'plan', 'largest', 'eu', 'stimulus', 'package', 'key', 'creating', 'greener', 'digital', 'resilient', 'europe', 'exhibit', 'energy', 'shock', 'par', 'opec', 'crisis', 'indexed', 'energy', 'prices', 'relative', 'month', 'lowest', 'price', 'log', 'scale', 'natural', 'gas', 'avg', 'brent', 'oil', 'avg', 'brent', 'oil', 'avg', 'months', 'price', 'oct', 'sources', 'bloomberg', 'bnp', 'paribas', 'asset', 'management']",0.31590909090909086,01 11 2022,bnp,parisbas global view 2023,0
01 11 2022_bnp_parisbas global view 2023,9,"I N V E S T M E N T  O U T L O O K  F O R  2 0 2 3  
-  9  - 
China
The two factors that were dragging on Chinese growth in 2022 -- its zero-Covid 
policies and an unsteady property market -- should moderate in 2023, allowing the 
economy to rebound, though growth will likely remain below pre-pandemic levels. 
Covid infections in China have spiked again. Nevertheless, the government has 
reiterated its commitment to ZCP. At the same time, work on an mRNA vaccine is 
progressing and it should eventually be rolled out. We now know from experience 
that economic activity can rebound quickly once restrictions are lifted. 
The problems in the property market will likely take longer to address. The recent 
Communist Party Congress signalled there would be longer-term policies to develop 
a housing system that ensures supply from multiple sources and the development of 
both rental and property sales markets. In the near term, the government is looking 
to targeted policies to support the recovery of the sector. 
President Xi's Party Congress speech was also notable for its emphasis on speeding 
up the transition to green development and meeting carbon emissions goals. This 
should be another source of long-term demand for companies in the relevant 
industries.
A key distinction between China and the US and Europe is the scope the government 
has to stimulate the economy, through either fiscal or monetary measures. While 
core inflation is at over 4% in the eurozone and over 6% in the US, in China, it is at 
just 0.4% (see Exhibit 3).
2
Exhibit 3: 
Core inflation in China far lower than in the US or eurozone
Core CPI, year-on-year change
0.4
4.7
6.6
0
1
2
3
4
5
6
7
China
Eurozone
US core CPI
Data as at Sept. 2022. Sources: Haver, BNP Paribas Asset Management.
2. As of November 2022
",china factor drag chines growth covid polici unsteadi properti market moder allow economi rebound growth remain pre pandem level covid infect china spike govern reiter commit zcp time mrna vaccin progress eventu roll experi econom activ rebound restrict lift properti market address communist parti congress signal term polici develop hous ensur suppli multipl sourc develop rental properti sale market term govern target polici support recoveri sector presid xi parti congress speech notabl emphasi speed transit green develop meet carbon emiss goal term demand compani relev industri key distinct china europ scope govern stimul economi fiscal monetari measur core inflat eurozon china exhibit exhibit core inflat china eurozon core cpi chang china eurozon core cpi sept sourc haver bnp pariba asset manag novemb,"['china', 'factors', 'dragging', 'chinese', 'growth', 'covid', 'policies', 'unsteady', 'property', 'market', 'moderate', 'allowing', 'economy', 'rebound', 'growth', 'remain', 'pre', 'pandemic', 'levels', 'covid', 'infections', 'china', 'spiked', 'government', 'reiterated', 'commitment', 'zcp', 'time', 'mrna', 'vaccine', 'progressing', 'eventually', 'rolled', 'experience', 'economic', 'activity', 'rebound', 'restrictions', 'lifted', 'property', 'market', 'address', 'communist', 'party', 'congress', 'signalled', 'term', 'policies', 'develop', 'housing', 'ensures', 'supply', 'multiple', 'sources', 'development', 'rental', 'property', 'sales', 'markets', 'term', 'government', 'targeted', 'policies', 'support', 'recovery', 'sector', 'president', 'xi', 'party', 'congress', 'speech', 'notable', 'emphasis', 'speeding', 'transition', 'green', 'development', 'meeting', 'carbon', 'emissions', 'goals', 'term', 'demand', 'companies', 'relevant', 'industries', 'key', 'distinction', 'china', 'europe', 'scope', 'government', 'stimulate', 'economy', 'fiscal', 'monetary', 'measures', 'core', 'inflation', 'eurozone', 'china', 'exhibit', 'exhibit', 'core', 'inflation', 'china', 'eurozone', 'core', 'cpi', 'change', 'china', 'eurozone', 'core', 'cpi', 'sept', 'sources', 'haver', 'bnp', 'paribas', 'asset', 'management', 'november']",0.525,01 11 2022,bnp,parisbas global view 2023,0
01 11 2022_bnp_parisbas global view 2023,10,"I N V E S T M E N T  O U T L O O K  F O R  2 0 2 3  
-  1 0  - 
2022 has been an extraordinary year, marking the end of an extraordinary decade and 
a half since the Global Financial Crisis (GFC). A sharp and swift rise in real discount 
rates caused bruising losses across asset classes, ending the panacea that 'lower for 
longer' interest rates delivered for risky assets over many decades. For example, an 
investor in a portfolio of 60% global equities and 40% government bonds had lost an 
eye-watering 20% by late October. That is a far cry from the 9-10% she or he would 
have grown accustomed to making over the last 50-odd years. These losses were the 
steepest incurred in a generation - including 2008, which saw losses of 'just' 14%. 
We, as others, had seen this steep rise in real yields as the chief risk facing financial 
markets in 2022. Our multi-asset portfolios were short duration, neutral equities 
(through a combination of long Asia and short Europe), and long commodities for much 
of 2022. Yet, as sovereign bond yields, particularly real yields, quickly approached 
post-GFC highs, we took profits on our long-standing short in government bonds. 
One of the biggest questions for 2023 is how soon central banks will pause, or even 
reverse, their discount rate increases and what impact this will have on the value of 
cash flows across asset classes. Certainly in 2022, the bulk of asset market moves 
can be explained by changes in the discount rate. 
We are now turning more constructive on corporate credit, particularly higher-
grade credit in Europe. Here, we believe low valuations (that is, high spreads), do 
MARKETS OUTLOOK
MAYA BHANDARI
Global head of multi-asset
 
Taking stock
",extraordinari mark extraordinari decad global financi crisi gfc sharp swift rise real discount rate caus bruis loss asset class panacea rate deliv riski asset decad investor portfolio global equiti govern bond lost eye water late octob grown accustom odd loss steepest incur generat includ loss steep rise real yield chief risk face financi market multi asset portfolio short durat neutral equiti combin asia short europ commod sovereign bond yield real yield approach post gfc high profit stand short govern bond biggest question central bank paus revers discount rate increas impact cash flow asset class bulk asset market move explain discount rate construct corpor credit grade credit europ valuat spread market maya bhandari global head multi asset stock,"['extraordinary', 'marking', 'extraordinary', 'decade', 'global', 'financial', 'crisis', 'gfc', 'sharp', 'swift', 'rise', 'real', 'discount', 'rates', 'caused', 'bruising', 'losses', 'asset', 'classes', 'panacea', 'rates', 'delivered', 'risky', 'assets', 'decades', 'investor', 'portfolio', 'global', 'equities', 'government', 'bonds', 'lost', 'eye', 'watering', 'late', 'october', 'grown', 'accustomed', 'odd', 'losses', 'steepest', 'incurred', 'generation', 'including', 'losses', 'steep', 'rise', 'real', 'yields', 'chief', 'risk', 'facing', 'financial', 'markets', 'multi', 'asset', 'portfolios', 'short', 'duration', 'neutral', 'equities', 'combination', 'asia', 'short', 'europe', 'commodities', 'sovereign', 'bond', 'yields', 'real', 'yields', 'approached', 'post', 'gfc', 'highs', 'profits', 'standing', 'short', 'government', 'bonds', 'biggest', 'questions', 'central', 'banks', 'pause', 'reverse', 'discount', 'rate', 'increases', 'impact', 'cash', 'flows', 'asset', 'classes', 'bulk', 'asset', 'market', 'moves', 'explained', 'discount', 'rate', 'constructive', 'corporate', 'credit', 'grade', 'credit', 'europe', 'valuations', 'spreads', 'markets', 'maya', 'bhandari', 'global', 'head', 'multi', 'asset', 'stock']",0.36815873015873013,01 11 2022,bnp,parisbas global view 2023,0
